,PIR_364mg.kg_5d_NN_OG_Rep1,PIR_364mg.kg_5d_NN_OG_Rep2,PIR_364mg.kg_5d_NN_OG_Rep3,Control_0_5d_NN_OG_Rep1,Control_0_5d_NN_OG_Rep6,Control_0_5d_NN_OG_Rep3
ENSRNOG00000055451,33,38,38,123,116,62
ENSRNOG00000055452,0,0,0,0,0,0
ENSRNOG00000055453,0,0,0,0,0,0
ENSRNOG00000055454,0,0,0,2,0,0
ENSRNOG00000055455,1,0.33,4.5,5.96,2.5,1.5
ENSRNOG00000055456,0,0,0,0,0,0
ENSRNOG00000055457,0,0,0,0,0,0
ENSRNOG00000055458,0,0,0,0,0,0
ENSRNOG00000055459,0,0,0,0,0,0
ENSRNOG00000055460,0,0,0,0,0,0
ENSRNOG00000055461,0,0,0,0,0,0
ENSRNOG00000055462,0,0,0,0,0,0
ENSRNOG00000055463,0,0,0,0,0,0
ENSRNOG00000055464,0,0,0,0,0,0
ENSRNOG00000055465,0,0,0,0,0,0
ENSRNOG00000055466,310,406,300,2431,1822,1643
ENSRNOG00000055467,0,0,0,0,0,0
ENSRNOG00000055468,0,0,0,0,0,0
ENSRNOG00000055469,0,0,0,0,0,0
ENSRNOG00000055470,0,0,0,0,0,0
ENSRNOG00000055471,523,444,403,1780,1267,1181
ENSRNOG00000055472,0,0,0,1,1,0
ENSRNOG00000055473,0,0,0,0,0,0
ENSRNOG00000055474,0,0,0,0,0,0
ENSRNOG00000055475,0,0,0,0.67,0,0
ENSRNOG00000055476,0,0,0,2.43,0,0
ENSRNOG00000055477,0,0,0,0,0,0
ENSRNOG00000055478,0,0,0,0,0,0
ENSRNOG00000055479,0,0,0,0,0,0
ENSRNOG00000055480,0,0,0,0,0,0
ENSRNOG00000055481,0,0,0,0,0,0
ENSRNOG00000055482,0,0,0,0,0,0
ENSRNOG00000055483,0,0,0,0,2,1
ENSRNOG00000055484,2.07,2.39,1.05,20.98,3.66,7.32
ENSRNOG00000055485,2,3,2,8,1,0
ENSRNOG00000055486,0,0,0,0,0,0
ENSRNOG00000055487,0,0,0,0,0,0
ENSRNOG00000055488,1,1,1,6,3,1
ENSRNOG00000055489,0,0,0,0,0,0
ENSRNOG00000055490,0,0,0,0,0,0
ENSRNOG00000055491,0,0,0,0,0,0
ENSRNOG00000055492,0,0,0,0,0,0
ENSRNOG00000055493,0,0,0,0,0,0
ENSRNOG00000055494,0,0,0,0,0,0
ENSRNOG00000055495,0,0,0,0,0,0
ENSRNOG00000055496,49,30,20,114,81,62
ENSRNOG00000055497,0,0,0,0,0,0
ENSRNOG00000055498,1,1,4.5,36.5,28,9.5
ENSRNOG00000055499,1,0,2,0,27,1
ENSRNOG00000055500,0,0,0,0,0,0
ENSRNOG00000055501,0,0,0,0,0,0
ENSRNOG00000055502,0,0,0,0,0,0
ENSRNOG00000055503,0,0,0,0,0,0
ENSRNOG00000055504,0,0,0,0,0,0
ENSRNOG00000055505,0,0,0,0,0,0
ENSRNOG00000055506,0,0,0,3,1,1
ENSRNOG00000055507,0,0,0,0,0,0
ENSRNOG00000055508,0,0,0,1,0,0
ENSRNOG00000055509,0,0,0,0,0,0
ENSRNOG00000055510,0,0,0,0,0,0
ENSRNOG00000055511,0,0,0,0,0,0
ENSRNOG00000055512,5.04,0,1,5.03,9.03,7.01
ENSRNOG00000055513,0,0,0,0,0,0
ENSRNOG00000055514,0,0,0,0,0,0
ENSRNOG00000055515,0,0,0,0,0,0
ENSRNOG00000055516,0,0,0,0,0,0
ENSRNOG00000055517,0,0,0,0,0,0
ENSRNOG00000055518,205.34,144.84,154.8,728.27,539.42,452.87
ENSRNOG00000055519,3,0,0,3,2,2
ENSRNOG00000055520,0,0,0,0,0,0
ENSRNOG00000055521,0,0,0,0,0,0
ENSRNOG00000055522,0,0,0,0,0,0
ENSRNOG00000055523,0,0,0,0,0,0
ENSRNOG00000055524,32,53,30,191,251,136
ENSRNOG00000055525,390,449,349,1507,1362,922
ENSRNOG00000055526,0,0,0,2.02,0,0
ENSRNOG00000055527,70,85,65,357,349,258
ENSRNOG00000055528,0,0,0,0,0,0
ENSRNOG00000055529,0,0,0,0,0,0
ENSRNOG00000055530,156,196,183,377,417,267
ENSRNOG00000055531,5116,5361,6937,63380,58563,35984
ENSRNOG00000055532,0,0,0,0,0,0
ENSRNOG00000055533,0,0,0,0,0,0
ENSRNOG00000055534,0,0,0,0,0,0
ENSRNOG00000055535,0,0,0,0,0,0
ENSRNOG00000055536,0,0,0,0,0,0
ENSRNOG00000055537,0,0,0,0,0,0
ENSRNOG00000055538,0,0,0,0,0,0
ENSRNOG00000055539,0,0,0,0,0,0
ENSRNOG00000055540,0,0,0,0,0,0
ENSRNOG00000055541,0,0,0,0,0,0
ENSRNOG00000055542,0,0,0,0,0,0
ENSRNOG00000055543,0,0,0,0,0,0
ENSRNOG00000055544,0,0,0,0,0,0
ENSRNOG00000055545,0,0,0,0,0,0
ENSRNOG00000055546,0,0,0,0,0,0
ENSRNOG00000055547,11,20,13,40,30,29
ENSRNOG00000055548,0,0,0,0,0,0
ENSRNOG00000055549,0,0,0,0,0,0
ENSRNOG00000055550,0,0,0,0,0,0
ENSRNOG00000055551,0,0,0,0,0,0
ENSRNOG00000055552,0,0,0,0,0,0
ENSRNOG00000055553,0,0,0,1,0,0
ENSRNOG00000055554,0,0,0,0,0,0
ENSRNOG00000055555,0,0,0,0,0,0
ENSRNOG00000055556,0,0,0,0,0,0
ENSRNOG00000055557,3,0,2,0,3.19,1
ENSRNOG00000055558,0,0,0,0,0,0
ENSRNOG00000055559,0,0,0,0,0,0
ENSRNOG00000055560,0,0,0,0,0,0
ENSRNOG00000055561,0,0,0,0,0,0
ENSRNOG00000055562,334,341,334,930,967,676
ENSRNOG00000055563,0,0,0,0,0,0
ENSRNOG00000055564,25,9,14,91,160,101
ENSRNOG00000055565,0,0,0,0,0,0
ENSRNOG00000055566,0,0,0,0,0,0
ENSRNOG00000055567,67,54,70,363,282,206
ENSRNOG00000055568,13.02,8.5,10.01,20.5,23.83,29.24
ENSRNOG00000055569,0,0,0,0,0,0
ENSRNOG00000055570,0,0,0,0,0,0
ENSRNOG00000055571,0,0,0,0,0,0
ENSRNOG00000055572,439,500,456,1069,1179,815
ENSRNOG00000055573,0,0,0,0,0,0
ENSRNOG00000055574,0,0,0,0,0,0
ENSRNOG00000055575,0,0,0,0,0,0
ENSRNOG00000055576,0,0,0,0,0,0
ENSRNOG00000055577,0,0,0,0,0,0
ENSRNOG00000055578,0,0,0,0,0,0
ENSRNOG00000055579,6608,6892,5777,20574,21670,15534
ENSRNOG00000055580,1,1,2,1,1,1
ENSRNOG00000055581,0,0,1,0,0,0
ENSRNOG00000055582,0,0,0,0,0,0
ENSRNOG00000055583,322,312,261,1835,1341,1002
ENSRNOG00000055584,0,0,0,0,0,0
ENSRNOG00000055585,0,0,0,0,0,0
ENSRNOG00000055586,0,0,0,1,0,0
ENSRNOG00000055587,0,0,0,0,0,0
ENSRNOG00000055588,0,1,0,0,1,0
ENSRNOG00000055589,0,0,0,0,0,0
ENSRNOG00000055590,0.5,0,1,0.5,0.5,0
ENSRNOG00000055591,0,0,0,0,0,0
ENSRNOG00000055592,0,0,0,0,0,0
ENSRNOG00000055593,0,0,0,0,0,0
ENSRNOG00000055594,0,0,0,0,0,0
ENSRNOG00000055595,0,0,0,0,0,0
ENSRNOG00000055596,0,0,0,0,0,1
ENSRNOG00000055597,57,48,42,281,273,186
ENSRNOG00000055598,0,0,0,1,1,0
ENSRNOG00000055599,0,0,0,0,0,0
ENSRNOG00000055600,0,0,0,0,0,0
ENSRNOG00000055601,0,0,0,0,0,0
ENSRNOG00000055602,0,0,0,0,0,0
ENSRNOG00000055603,0,0,0,0,0,0
ENSRNOG00000055604,0,0,0,0,0,0
ENSRNOG00000055605,0,0,0,0,0,0
ENSRNOG00000055606,0,0,0,0,0,0
ENSRNOG00000055607,0,0,0,0,0,0
ENSRNOG00000055608,2,4,2,26,23,17
ENSRNOG00000055609,0.5,0,0,0,0,0.5
ENSRNOG00000055610,0,0,0,0,0,0
ENSRNOG00000055611,0,0,0,0,0,0
ENSRNOG00000055612,0,0,0,0,0,0
ENSRNOG00000055613,0,0,0,0,1,0
ENSRNOG00000055614,0,0,0,0,0,0
ENSRNOG00000055615,0,0,0,0,0,0
ENSRNOG00000055616,0,0,0,0,0,0
ENSRNOG00000055617,0,1,1,0,0,0
ENSRNOG00000055618,0,0,0,0,0,0
ENSRNOG00000055619,0,0,0,0,0,0
ENSRNOG00000055620,0,0,0,15.87,3,1
ENSRNOG00000055621,0,0,0,0,0,0
ENSRNOG00000055622,0,0,0,0,0,0
ENSRNOG00000055623,0,0,0,0,0,0
ENSRNOG00000055624,0,0,0,3,2,2
ENSRNOG00000055625,0,0,0,0,0,0
ENSRNOG00000055626,0,0,0,0,0,0
ENSRNOG00000055627,0,0,0,0,0,0
ENSRNOG00000055628,0,0,0,0,0,0
ENSRNOG00000055629,0,0,0,0,0,0
ENSRNOG00000055630,0,0,0,0,0,0
ENSRNOG00000055631,250,220,186,611,520,384
ENSRNOG00000055632,0,0,0,0,0,0
ENSRNOG00000055633,0,0,0,0,0,0
ENSRNOG00000055634,88.65,96.6,77.39,212.47,246.59,158.09
ENSRNOG00000055635,0,0,0,0,0,0
ENSRNOG00000055636,0,0,0,0,0,0
ENSRNOG00000055637,0,0,0,0,0,0
ENSRNOG00000055638,0,0,0,0,0,0
ENSRNOG00000055639,0,0,0,0,0,0
ENSRNOG00000055640,0,0,0,0,0,0
ENSRNOG00000055641,84,87,93,560,409,355
ENSRNOG00000055642,0,0,0,2.91,0,0.82
ENSRNOG00000055643,0,0,0,0,0,0
ENSRNOG00000055644,0,0,0,0,0,0
ENSRNOG00000055645,0,0,0,0,0,0
ENSRNOG00000055646,0,0,0,1,0,0
ENSRNOG00000055647,294,262,263,1064,1505,1032
ENSRNOG00000055648,92,80,55,167,141,102
ENSRNOG00000055649,0,0,0,0,0,0
ENSRNOG00000055650,5,5,8,143,48,27
ENSRNOG00000055651,0,0,0,0,0,0
ENSRNOG00000055652,0,0,0,0,0,0
ENSRNOG00000055653,0,0,0,0,0,0
ENSRNOG00000055654,0,0,0,0,0,0
ENSRNOG00000055655,0,0,0,0,0,0
ENSRNOG00000055656,0,0,0,0,0,0
ENSRNOG00000055657,0,0,0,0,0,0
ENSRNOG00000055658,0,0,0,0,0,0
ENSRNOG00000055659,0,0,0,0,0,0
ENSRNOG00000055660,0,0,0,0,0,0
ENSRNOG00000055661,33.67,32.74,41,99.94,87.73,78.84
ENSRNOG00000055662,0,0,0,0,0,0
ENSRNOG00000055663,0,0,0,0,0,0
ENSRNOG00000055664,0,0,0,0,0,0
ENSRNOG00000055665,0,0,0,0,0,0
ENSRNOG00000055666,0,0,0,0,1,0
ENSRNOG00000055667,0,0,0,0,0,0
ENSRNOG00000055668,0,0,0,0,0,0
ENSRNOG00000055669,0,0,0,0,0,0
ENSRNOG00000055670,0,0,0,0,0,0
ENSRNOG00000055671,0,0,0,0,0,0
ENSRNOG00000055672,4,3,36,12,28,21
ENSRNOG00000055673,1,1,1,7,4,2
ENSRNOG00000055674,0,0,0,0,0,0
ENSRNOG00000055675,0,1,0,2,1,0
ENSRNOG00000055676,0,0,0,0,0,0
ENSRNOG00000055677,0,0,0,0,0,0
ENSRNOG00000055678,0,0,0,0,0,0
ENSRNOG00000055679,0,0,0,0,1,0
ENSRNOG00000055680,0,0,0,0,0,0
ENSRNOG00000055681,0,0,0,0,0,0
ENSRNOG00000055682,0,0,0,0,0,0
ENSRNOG00000055683,5.1,3.04,3.13,1.01,2.02,3.02
ENSRNOG00000055684,0,0,0,0,0,0
ENSRNOG00000055685,0,0,0,0,0,0
ENSRNOG00000055686,0,0,0,0,0,1
ENSRNOG00000055687,39,43,30,107,79,62
ENSRNOG00000055688,0,0,0,0,0,0
ENSRNOG00000055689,0,0,0,3,0,0
ENSRNOG00000055690,0,0,0,0,0,0
ENSRNOG00000055691,0,0,0,0,0,0
ENSRNOG00000055692,0,0,0,0,0,0
ENSRNOG00000055693,0,0,0,0,0,0
ENSRNOG00000055694,0,0,0,0,0,0
ENSRNOG00000055695,0,0,0,0,0,0
ENSRNOG00000055696,0,0,0,0,0,0
ENSRNOG00000055697,0,0,0,0,0,0
ENSRNOG00000055698,0,0,0,0,0,0
ENSRNOG00000055699,0,0,0,0,0,0
ENSRNOG00000055700,0,0,0,0,0,0
ENSRNOG00000055701,0,0,0,0,0,0
ENSRNOG00000055702,0,0,0,0,0,0
ENSRNOG00000055703,0,0,0,0,0,0
ENSRNOG00000055704,0,0,0,0,0,0
ENSRNOG00000055705,0,1,0,0,0,0
ENSRNOG00000055706,0,0,0,0,0,0
ENSRNOG00000055707,0,0,0,0,0,0
ENSRNOG00000055708,0,0,0,0,0,0
ENSRNOG00000055709,0,0,0,0,0,0
ENSRNOG00000055710,0,0,0,0,0,0
ENSRNOG00000055711,0,0,0,0,0,0
ENSRNOG00000055712,0,0,0,0,0,0
ENSRNOG00000055713,0,0,0,0,0,0
ENSRNOG00000055714,9,11,8,26,29,28
ENSRNOG00000055715,1,0,2,1,1,1
ENSRNOG00000055716,39,59,55,15,17,13
ENSRNOG00000055717,0,0,0,0,0,0
ENSRNOG00000055718,0,0,0,0,0,0
ENSRNOG00000055719,0,0.5,0,3.47,0,0
ENSRNOG00000055720,0,0,0,0,0,0
ENSRNOG00000055721,846,839,669,2673,2132,1651
ENSRNOG00000055722,0,0,0,0,0,0
ENSRNOG00000055723,0,0,0,0,0,0
ENSRNOG00000055724,0,0,0,0,0,0
ENSRNOG00000055725,0,0,0,0,0,0
ENSRNOG00000055726,0,0,0,0,0,0
ENSRNOG00000055727,0,0,0,0,0,0
ENSRNOG00000055728,0,0,0,0,0,0
ENSRNOG00000055729,1,0,0,1,1,1
ENSRNOG00000055730,0,0,0,0,0,0
ENSRNOG00000055731,0,0,0,0,0,0
ENSRNOG00000055732,0,0,0,0,0,0
ENSRNOG00000055733,0,0,0,0,0,0
ENSRNOG00000055734,0,0,0,0,0,0
ENSRNOG00000055735,0,0,0,0,0,0
ENSRNOG00000055736,0,0,0,0,0,0
ENSRNOG00000055737,0,0,0,0,0,0
ENSRNOG00000055738,35.61,45.28,40.46,110.88,131.16,96.6
ENSRNOG00000055739,0,0,0,0,0,1
ENSRNOG00000055740,0,0,0,4,1,0
ENSRNOG00000055741,0,0,0,0,0,0
ENSRNOG00000055742,0,0,0,0,0,0
ENSRNOG00000055743,0,1,4,2.33,2.33,1
ENSRNOG00000055744,0,0,0,0,0,0
ENSRNOG00000055745,10,26,10,63,72,54
ENSRNOG00000055746,0,0,0,0,0,0
ENSRNOG00000055747,0,0,0,0,0,0
ENSRNOG00000055748,0,0,0,0,0,0
ENSRNOG00000055749,0,0,0,0,0,0
ENSRNOG00000055750,0,0,0,0,0,0
ENSRNOG00000055751,14,14,12,101,98,72
ENSRNOG00000055752,0,0,0,0,0,0
ENSRNOG00000055753,0,0,0,0,0,0
ENSRNOG00000055754,0,0,0,0,0,0
ENSRNOG00000055755,0,0,0,0,0,0
ENSRNOG00000055756,1208,1374,1087,3325,3197,2382
ENSRNOG00000055757,0,0,0,0,0,0
ENSRNOG00000055758,0,0,0,0,0,0
ENSRNOG00000055759,0,0,0,0,0,0
ENSRNOG00000055760,263,274.52,243,652.07,549.51,391.03
ENSRNOG00000055761,142,167,132,597,479,265
ENSRNOG00000055762,0,0,0,0,0,1
ENSRNOG00000055763,0,0,0,0,0,0
ENSRNOG00000055764,0,0,0,0,0,0
ENSRNOG00000055765,11,7.36,8,75.27,75.57,64.4
ENSRNOG00000055766,1,4,2,10,11,6
ENSRNOG00000055767,0,0,0,0,0,0
ENSRNOG00000055768,0,0,0,0,0,0
ENSRNOG00000055769,17,30,19,6,9,16
ENSRNOG00000055770,0.7,0,0.55,0.54,0,0.51
ENSRNOG00000055771,0,0,0,0,0,0
ENSRNOG00000055772,0,0,0,0,0,0
ENSRNOG00000055773,0,0,0,0,0,0
ENSRNOG00000055774,0,0,0,0,0,0
ENSRNOG00000055775,0,0,0,0,0,0
ENSRNOG00000055776,0,0,0,0,0,0
ENSRNOG00000055777,0,1.33,0,0,3.31,0
ENSRNOG00000055778,0,0,0,0,0,0
ENSRNOG00000055779,281,326,252,1328,1053,894
ENSRNOG00000055780,0,0,0,0,0,0
ENSRNOG00000055781,0,0,0,0,0,0
ENSRNOG00000055782,0.44,0,0,0,0,0
ENSRNOG00000055783,0,0,0,0,0,0
ENSRNOG00000055784,0,0,0,0,0,0
ENSRNOG00000055785,0,0,0,0,0,0
ENSRNOG00000055786,0,0,0,0,1,0
ENSRNOG00000055787,0,0,0,0,0,0
ENSRNOG00000055788,0,0,0,0,0,0
ENSRNOG00000055789,2.32,4.57,3,6.97,7,11.41
ENSRNOG00000055790,1,2,1,1,1,3
ENSRNOG00000055791,0,0,0,0,0,0
ENSRNOG00000055792,0,0,0,0,0,0
ENSRNOG00000055793,0,0,0,0,0,0
ENSRNOG00000055794,0,0,0,0,0,0
ENSRNOG00000055795,1,2,1,2,1,1
ENSRNOG00000055796,0,0,0,0,0,0
ENSRNOG00000055797,0,0,0,0,0,0
ENSRNOG00000055798,0,0,0,0,0,0
ENSRNOG00000055799,0,0,0,0,0,0
ENSRNOG00000055800,0,0,0,0,0,0
ENSRNOG00000055801,0,0,0,0,0,0
ENSRNOG00000055802,0,0,0,0,0,0
ENSRNOG00000055803,0,0,0,0,0,0
ENSRNOG00000055804,0,0,0,0,0,0
ENSRNOG00000055805,0,0,0,0,0,0
ENSRNOG00000055806,0,0,0,0,0,0
ENSRNOG00000055807,0,0,0,0,0,0
ENSRNOG00000055808,0,0,0,0,0,0
ENSRNOG00000055809,5.96,0,0,7.88,25.97,31.85
ENSRNOG00000055810,0,0,0,0,0,0
ENSRNOG00000055811,0,0,0,0,0,0
ENSRNOG00000055812,0,0,0,0,0,0
ENSRNOG00000055813,0,0,0,0,0,0
ENSRNOG00000055814,5.78,1.57,1.04,6.8,6.77,2.09
ENSRNOG00000055815,0,0,0,0,0,0
ENSRNOG00000055816,0,0,0,0,0,0
ENSRNOG00000055817,0,0,0,0,0,0
ENSRNOG00000055818,0,0,0,0,0,0
ENSRNOG00000055819,1,0,0,0,0,0
ENSRNOG00000055820,0,0,0,0,0,0
ENSRNOG00000055821,0,0,0,0,0,0
ENSRNOG00000055822,2,4,0,2,1,0
ENSRNOG00000055823,0,0,0,0,0,0
ENSRNOG00000055824,0,0,0,0,0,0
ENSRNOG00000055825,0,0,0,0,0,0
ENSRNOG00000055826,0,0,0,0,0,0
ENSRNOG00000055827,0,0,0,0,0,0
ENSRNOG00000055828,0,0,0,0,0,0
ENSRNOG00000055829,0,0,0,0,0,0
ENSRNOG00000055830,0,0,0,0,0,0
ENSRNOG00000055831,0,0,0,0,0,0
ENSRNOG00000055833,0,0,0,0,0,0
ENSRNOG00000055834,0,0,0,0,0,0
ENSRNOG00000055835,0,0,0,2,2,0
ENSRNOG00000055836,0,0,0,0.25,0,0.25
ENSRNOG00000055837,0,0,0,0,0,0
ENSRNOG00000055838,2.13,2.17,2.09,6.31,5.13,7.48
ENSRNOG00000055839,0,0,0,0,0,0
ENSRNOG00000055840,0,0,0,0,0,0
ENSRNOG00000055841,0,0,0,0,0,0
ENSRNOG00000055842,0,0,0,0,0,0
ENSRNOG00000055843,0,0,0,0,0,0
ENSRNOG00000055844,0,0,0,0,0,0
ENSRNOG00000055845,0,0,0,0,0,0
ENSRNOG00000055846,0,0,0,0,0,1
ENSRNOG00000055847,0,0,0,0,0,0
ENSRNOG00000055848,0,0,0,0,0,0
ENSRNOG00000055849,0,0,0,0,0,0
ENSRNOG00000055850,7.54,2.3,0,8.65,8.81,2.31
ENSRNOG00000055851,0,0,0,1,1,0
ENSRNOG00000055852,0,0,0,0,0,0
ENSRNOG00000055853,663,578,509,2884.55,2598.67,2061
ENSRNOG00000055854,0,0,0,0,0,0
ENSRNOG00000055855,1,0,1,2.96,1,2
ENSRNOG00000055856,0,0,0,0,0,0
ENSRNOG00000055857,0,0,0,0,0,0
ENSRNOG00000055858,4,2,1,3,1,0
ENSRNOG00000055859,0,0,0,0,0,0
ENSRNOG00000055860,578,641,514,1862,1911,1467
ENSRNOG00000055861,0,0,0,0,0,0
ENSRNOG00000055862,0,0,0,0,0,0
ENSRNOG00000055863,0,0,0,0,0,0
ENSRNOG00000055864,0,0,0,0,0,0
ENSRNOG00000055865,0,0,0,0,0,0
ENSRNOG00000055866,0,0,0,0,0,0
ENSRNOG00000055867,0,0,1,3,3,5
ENSRNOG00000055868,0,0,0,0,0,0
ENSRNOG00000055869,0,0,0,0,0,0
ENSRNOG00000055870,0,0,0,0,0,0
ENSRNOG00000055871,0,0,0,0,0,0
ENSRNOG00000055872,0,0,0,0,0,0
ENSRNOG00000055873,0,0,0,0,0,0
ENSRNOG00000055874,0,0,0,0,0,0
ENSRNOG00000055875,0,0,0,0,0,0
ENSRNOG00000055876,0,0,0,0,0,0
ENSRNOG00000055877,0,0,0,0,0,0
ENSRNOG00000055878,0,0,0,0,0,0
ENSRNOG00000055879,0,0,0,0,0,0
ENSRNOG00000055880,0,0,0,0,0,0
ENSRNOG00000055881,0,0,0,0,0,0
ENSRNOG00000055882,0,0,0,0,0,0
ENSRNOG00000055883,0,0,0,0,0,0
ENSRNOG00000055884,0,0,0,0,0,0
ENSRNOG00000055885,0,0,0,0,0,0
ENSRNOG00000055886,0,0,0,0,0,0
ENSRNOG00000055887,0,0,0,0,0,0
ENSRNOG00000055888,0,0,0,0,0,0
ENSRNOG00000055889,0,0,0,1,2,0
ENSRNOG00000055890,0,0,0,0,0,0
ENSRNOG00000055891,0,0,0,0,0,0
ENSRNOG00000055892,0,0,0,0,0,0
ENSRNOG00000055893,0,0,0,0,0,0
ENSRNOG00000055894,0,0,0,0,0,0
ENSRNOG00000055895,0,0,0,0,0,0
ENSRNOG00000055896,0,0,0,0,0,0
ENSRNOG00000055897,1,0,0,2,1,0
ENSRNOG00000055898,0,0,0,0,0,0
ENSRNOG00000055899,0,0,0,0,0,1
ENSRNOG00000055900,0,0,0,1,1,0
ENSRNOG00000055901,0,0,0,0,0,0
ENSRNOG00000055902,0,0,0,1,0,0
ENSRNOG00000055903,0,0,0,0,0,0
ENSRNOG00000055904,0,0,0,0,0,0
ENSRNOG00000055905,0,0,0,0,0,0
ENSRNOG00000055906,0,0,0,0,0,0
ENSRNOG00000055907,0,0,0,0,0,0
ENSRNOG00000055908,0,0,0,0,0,0
ENSRNOG00000055909,109.42,156.17,77.39,25403.9,39232.32,24110.36
ENSRNOG00000055910,0,0,0,0,0,0
ENSRNOG00000055911,0,0,0,0,0,0
ENSRNOG00000055912,0,0,0,0,0,0
ENSRNOG00000055913,0,0,0,0,0,0
ENSRNOG00000055914,0,0,0,0,0,0
ENSRNOG00000055915,114,116,114,343,417,288
ENSRNOG00000055916,0,0,0,0,0,0
ENSRNOG00000055917,305,322,253,870,769,594
ENSRNOG00000055918,0,0,0,0,0,0
ENSRNOG00000055919,0,0,0,0,0,0
ENSRNOG00000055920,0,0,0,0,0,0
ENSRNOG00000055921,0,0,0,0,0,0
ENSRNOG00000055922,0.5,1.5,1,2.5,0.5,0
ENSRNOG00000055923,0,0,0,0,0,0
ENSRNOG00000055924,0,0,0,0,0,0
ENSRNOG00000055925,622,618,604,2066,1803,1299
ENSRNOG00000055926,0,0,0,0,0,0
ENSRNOG00000055927,0,0,0,0,0,0
ENSRNOG00000055928,0,0,0,0,0,0
ENSRNOG00000055929,0,0,0,0,0,0
ENSRNOG00000055930,0,0,0,0,0,0
ENSRNOG00000055931,0,0,0,0,0,0
ENSRNOG00000055932,0,0,0,0,0,0
ENSRNOG00000055933,65.55,64.95,71.27,253.96,228.59,208.2
ENSRNOG00000055934,0,0,0,0,0,0
ENSRNOG00000055935,0,0,0,0,0,0
ENSRNOG00000055936,0,0,0,1,0,0
ENSRNOG00000055937,0,0,0,0,0,0
ENSRNOG00000055938,0,0,0,0,0,0
ENSRNOG00000055939,0,0,0,0,3,0
ENSRNOG00000055940,0,0,0,0,0,0
ENSRNOG00000055941,0,0,0,0,0,0
ENSRNOG00000055942,28.36,37.37,21.64,49.42,39.61,25.88
ENSRNOG00000055943,0,0,0,0,0,0
ENSRNOG00000055944,0,0,0,0,0,0
ENSRNOG00000055945,0,0,0,0,0,0
ENSRNOG00000055946,1,0,0,0,0,0
ENSRNOG00000055947,0,0,0,0,0,0
ENSRNOG00000055948,0,0,0,0,0,0
ENSRNOG00000055949,0,0,0,0,0,0
ENSRNOG00000055950,0,0,0,0,0,0
ENSRNOG00000055951,0,0,0,0,0,0
ENSRNOG00000055952,0,0,0,0,0,0
ENSRNOG00000055953,0,0,0,0,0,0
ENSRNOG00000055954,0,0,0,0,0,0
ENSRNOG00000055955,0,0,0,0,0,0
ENSRNOG00000055956,0,0,1.12,2.01,1.45,0
ENSRNOG00000055957,0,0,0,0,0,0
ENSRNOG00000055958,0,0,0,1,1,0
ENSRNOG00000055959,0,0,0,0,0,0
ENSRNOG00000055960,0,0,0,0,0,0
ENSRNOG00000055961,0,0,0,0,0,0
ENSRNOG00000055962,1209,1031,993,6038,5148,4512
ENSRNOG00000055963,0,0,0,0,0,0
ENSRNOG00000055964,0,0,0,1,0,0
ENSRNOG00000055965,0,0,0,0,0,0
ENSRNOG00000055966,3,1,1,10,2,1
ENSRNOG00000055967,0,0,0,0,0,0
ENSRNOG00000055968,0,0,0,0,0,0
ENSRNOG00000055969,0,0,0,0,0,0
ENSRNOG00000055970,0,0,0,0,0,0
ENSRNOG00000055971,0,0,0,0,0,0
ENSRNOG00000055972,0,0.33,0,0,0,0
ENSRNOG00000055973,66,70,60,209,125,159
ENSRNOG00000055974,0,0,0,0,0,0
ENSRNOG00000055975,0,0,0,0,0,0
ENSRNOG00000055976,14,22,18,25,31,25
ENSRNOG00000055977,0,0,0,0,0,0
ENSRNOG00000055978,0,0,0,0,0,0
ENSRNOG00000055979,0,0,0,0,0,0
ENSRNOG00000055980,0,0,0,0,0,0
ENSRNOG00000055981,0,2.75,3.65,3.77,3.75,0
ENSRNOG00000055982,0,0,0,0,0,0
ENSRNOG00000055983,0,0,0,0,0,0
ENSRNOG00000055984,654,737,691,2114,2180,1647
ENSRNOG00000055985,0,0,0,0,0,0
ENSRNOG00000055986,0,0,0,0,1,0
ENSRNOG00000055987,0,0,0,0,0,0
ENSRNOG00000055988,0,0,0,0,0,0
ENSRNOG00000055989,0,0,0,0,0,0
ENSRNOG00000055990,0,0,0,0,0,0
ENSRNOG00000055991,0,0,0,0,0,0
ENSRNOG00000055992,0,0,5.04,3.22,0,1.66
ENSRNOG00000055993,0,0,0,0,0,0
ENSRNOG00000055994,0,0,0,0,0,0
ENSRNOG00000055995,0,0,0,0,0,0
ENSRNOG00000055996,0,0,0,0,0,0
ENSRNOG00000055997,0,0,0,0,0,0
ENSRNOG00000055998,0,0,0,0,0,0
ENSRNOG00000055999,0,0,0,0,0,0
ENSRNOG00000056000,0,0,0,0,0,0
ENSRNOG00000056001,2,0,1,8,19,8
ENSRNOG00000056002,0,0,0,0,0,0
ENSRNOG00000056003,0,0,0,0,0,0
ENSRNOG00000056004,0,0,0,0,0,0
ENSRNOG00000056005,0,0,0,0,0,0
ENSRNOG00000056006,0,0,0,0,0,0
ENSRNOG00000056007,0,0,0,0,0,0
ENSRNOG00000056008,0,0,0,0,0,0
ENSRNOG00000056009,114,95,89,458,818,329
ENSRNOG00000056010,2,0,1,6.39,6.01,1
ENSRNOG00000056011,163.93,205,161.95,804,625.64,458
ENSRNOG00000056012,7,5,5,3,3,6
ENSRNOG00000056013,0,0,0,1,1,0
